"cell_Names","genes","db","index"
"Macrophages","CX3CR1","PanglaoDB","4961"
"Macrophages","CXCL16","PanglaoDB","4962"
"Macrophages","TGFBR1","PanglaoDB","4963"
"Macrophages","SLAMF9","PanglaoDB","4964"
"Macrophages","MGL2","PanglaoDB","4965"
"Macrophages","SCIMP","PanglaoDB","4966"
"Macrophages","LILRA5","PanglaoDB","4967"
"Macrophages","CLEC4A2","PanglaoDB","4968"
"Macrophages","CCL12","PanglaoDB","4969"
"Macrophages","CD83","PanglaoDB","4970"
"Macrophages","C3AR1","PanglaoDB","4971"
"Macrophages","STAB1","PanglaoDB","4972"
"Macrophages","MRC1","PanglaoDB","4973"
"Macrophages","PARP14","PanglaoDB","4974"
"Macrophages","SEPP1","PanglaoDB","4975"
"Macrophages","FGD2","PanglaoDB","4976"
"Macrophages","FCGR1","PanglaoDB","4977"
"Macrophages","RAB7B","PanglaoDB","4978"
"Macrophages","RBPJ","PanglaoDB","4979"
"Macrophages","SLCO2B1","PanglaoDB","4980"
"Macrophages","NAAA","PanglaoDB","4981"
"Macrophages","MARCH1","PanglaoDB","4982"
"Macrophages","EGLN3","PanglaoDB","4983"
"Macrophages","JAML","PanglaoDB","4984"
"Macrophages","FGL2","PanglaoDB","4985"
"Macrophages","CCL6","PanglaoDB","4986"
"Macrophages","GPNMB","PanglaoDB","4987"
"Macrophages","CLEC4D","PanglaoDB","4988"
"Macrophages","ADAM8","PanglaoDB","4989"
"Macrophages","ARL11","PanglaoDB","4990"
"Macrophages","MMP12","PanglaoDB","4991"
"Macrophages","LYVE1","PanglaoDB","4992"
"Macrophages","PLTP","PanglaoDB","4993"
"Macrophages","VSIG4","PanglaoDB","4994"
"Macrophages","MS4A4A","PanglaoDB","4995"
"Macrophages","MS4A6A","PanglaoDB","4996"
"Macrophages","FPR1","PanglaoDB","4997"
"Macrophages","CD180","PanglaoDB","4998"
"Macrophages","RETNLA","PanglaoDB","4999"
"Macrophages","GDF15","PanglaoDB","5000"
"Macrophages","RAB20","PanglaoDB","5001"
"Macrophages","HFE","PanglaoDB","5002"
"Macrophages","TNF","PanglaoDB","5003"
"Macrophages","CCR2","PanglaoDB","5004"
"Macrophages","SNX20","PanglaoDB","5005"
"Macrophages","CD209A","PanglaoDB","5006"
"Macrophages","FMNL1","PanglaoDB","5007"
"Macrophages","GPR132","PanglaoDB","5008"
"Macrophages","SLAMF7","PanglaoDB","5009"
"Macrophages","NCEH1","PanglaoDB","5010"
"Macrophages","CCL24","PanglaoDB","5011"
"Macrophages","C5AR1","PanglaoDB","5012"
"Macrophages","CD300A","PanglaoDB","5013"
"Macrophages","CXCL2","PanglaoDB","5014"
"Macrophages","CCL7","PanglaoDB","5015"
"Macrophages","CCL2","PanglaoDB","5016"
"Macrophages","IL1B","PanglaoDB","5017"
"Macrophages","IRF5","PanglaoDB","5018"
"Macrophages","AHR","PanglaoDB","5019"
"Macrophages","MYO1G","PanglaoDB","5020"
"Macrophages","DUSP5","PanglaoDB","5021"
"Macrophages","GPR171","PanglaoDB","5022"
"Macrophages","CCR7","PanglaoDB","5023"
"Macrophages","DNASE1L3","PanglaoDB","5024"
"Macrophages","CXCL1","PanglaoDB","5025"
"Macrophages","SAMSN1","PanglaoDB","5026"
"Macrophages","NR4A3","PanglaoDB","5027"
"Macrophages","CCL22","PanglaoDB","5028"
"Macrophages","S100A4","PanglaoDB","5029"
"Macrophages","MMP9","PanglaoDB","5030"
"Macrophages","HILPDA","PanglaoDB","5031"
"Macrophages","NRP2","PanglaoDB","5032"
"Macrophages","SLC37A2","PanglaoDB","5033"
"Macrophages","CTSK","PanglaoDB","5034"
"Macrophages","CD36","PanglaoDB","5035"
"Macrophages","LPCAT2","PanglaoDB","5036"
"Macrophages","HPGDS","PanglaoDB","5037"
"Macrophages","IFNAR2","PanglaoDB","5038"
"Macrophages","MS4A7","PanglaoDB","5039"
"Macrophages","SLC11A1","PanglaoDB","5040"
"Macrophages","HPGD","PanglaoDB","5041"
"Macrophages","CCL3","PanglaoDB","5042"
"Macrophages","CLEC7A","PanglaoDB","5043"
"Macrophages","CD5L","PanglaoDB","5044"
"Macrophages","LILR4B","PanglaoDB","5045"
"Macrophages","CCL5","PanglaoDB","5046"
"Macrophages","CYTH4","PanglaoDB","5047"
"Macrophages","CLEC4N","PanglaoDB","5048"
"Macrophages","CD209F","PanglaoDB","5049"
"Macrophages","CD3E","PanglaoDB","5050"
"Macrophages","CD19","PanglaoDB","5051"
"Macrophages","CD74","PanglaoDB","5052"
"Macrophages","LYZ1","PanglaoDB","5053"
"Macrophages","CSF1R","PanglaoDB","5054"
"Macrophages","LGALS3","PanglaoDB","5055"
"Macrophages","CD68","PanglaoDB","5056"
"Macrophages","UCP2","PanglaoDB","5057"
"Macrophages","TREML4","PanglaoDB","5058"
"Macrophages","FGR","PanglaoDB","5059"
"Macrophages","CYBB","PanglaoDB","5060"
"Macrophages","CD200","PanglaoDB","5061"
"Macrophages","CD200R1","PanglaoDB","5062"
"Macrophages","GATA6","PanglaoDB","5063"
"Macrophages","H2-AB1","PanglaoDB","5064"
"Macrophages","H2-EB1","PanglaoDB","5065"
"Macrophages","IL4RA","PanglaoDB","5066"
"Macrophages","ITGAX","PanglaoDB","5067"
"Macrophages","LY6C1","PanglaoDB","5068"
"Macrophages","PPARG","PanglaoDB","5069"
"Macrophages","SIGLECF","PanglaoDB","5070"
"Macrophages","TYROBP","PanglaoDB","5071"
"Macrophages","RGS1","PanglaoDB","5072"
"Macrophages","DAB2","PanglaoDB","5073"
"Macrophages","P2RY6","PanglaoDB","5074"
"Macrophages","MAF","PanglaoDB","5075"
"Macrophages","LYZ2","PanglaoDB","5076"
"Mammary epithelial cells","CSN2","PanglaoDB","5077"
"Mammary epithelial cells","CSN1S2A","PanglaoDB","5078"
"Mammary epithelial cells","BTN1A1","PanglaoDB","5079"
"Mammary epithelial cells","BTN2A2","PanglaoDB","5080"
"Mammary epithelial cells","BTN3A1","PanglaoDB","5081"
"Mammary epithelial cells","MMP14","PanglaoDB","5082"
"Mammary epithelial cells","TOX3","PanglaoDB","5083"
"Mammary epithelial cells","CDH1","PanglaoDB","5084"
"Mammary epithelial cells","FFAR1","PanglaoDB","5085"
"Mammary epithelial cells","PYGO2","PanglaoDB","5086"
"Mammary epithelial cells","SERPINB5","PanglaoDB","5087"
"Mammary epithelial cells","RUNX2","PanglaoDB","5088"
"Mammary epithelial cells","WAP","PanglaoDB","5089"
"Mammary epithelial cells","CITED1","PanglaoDB","5090"
"Mammary epithelial cells","IRF6","PanglaoDB","5091"
"Mammary epithelial cells","SULT1E1","PanglaoDB","5092"
"Mammary epithelial cells","KRT14","PanglaoDB","5093"
"Mammary epithelial cells","KDM3A","PanglaoDB","5094"
"Mammary epithelial cells","SLC30A2","PanglaoDB","5095"
"Mammary epithelial cells","PADI2","PanglaoDB","5096"
"Mammary epithelial cells","CLDN1","PanglaoDB","5097"
"Mammary epithelial cells","ABCG2","PanglaoDB","5098"
"Mammary epithelial cells","PIP","PanglaoDB","5099"
"Mammary epithelial cells","KRT5","PanglaoDB","5100"
"Mammary epithelial cells","PRLR","PanglaoDB","5101"
"Mammary epithelial cells","CLDN4","PanglaoDB","5102"
"Mammary epithelial cells","CSN3","PanglaoDB","5103"
"Mammary epithelial cells","CSN1S1","PanglaoDB","5104"
"Mammary epithelial cells","RARRES1","PanglaoDB","5105"
"Mammary epithelial cells","KRT17","PanglaoDB","5106"
"Mammary epithelial cells","NNMT","PanglaoDB","5107"
"Mammary epithelial cells","ALDH1A3","PanglaoDB","5108"
"Mammary epithelial cells","SGMS2","PanglaoDB","5109"
"Mammary epithelial cells","PIEZO1","PanglaoDB","5110"
"Mammary epithelial cells","ANO1","PanglaoDB","5111"
"Mammary epithelial cells","WNT5B","PanglaoDB","5112"
"Mammary epithelial cells","NEDD9","PanglaoDB","5113"
"Mammary epithelial cells","FOXP4","PanglaoDB","5114"
"Mammary epithelial cells","LSR","PanglaoDB","5115"
"Mammary epithelial cells","LIF","PanglaoDB","5116"
"Mammary epithelial cells","KRT19","PanglaoDB","5117"
"Mammary epithelial cells","KRT7","PanglaoDB","5118"
"Mammary epithelial cells","STAT3","PanglaoDB","5119"
"Mammary epithelial cells","KRT8","PanglaoDB","5120"
"Mammary epithelial cells","KRT18","PanglaoDB","5121"
"Mammary epithelial cells","WFDC18","PanglaoDB","5122"
"Mast cells","KIT","PanglaoDB","5123"
"Mast cells","ENPP3","PanglaoDB","5124"
"Mast cells","IL2RA","PanglaoDB","5125"
"Mast cells","FCER2","PanglaoDB","5126"
"Mast cells","IL17A","PanglaoDB","5127"
"Mast cells","CRH","PanglaoDB","5128"
"Mast cells","HSD11B1","PanglaoDB","5129"
"Mast cells","CD274","PanglaoDB","5130"
"Mast cells","CXCR2","PanglaoDB","5131"
"Mast cells","CXCR4","PanglaoDB","5132"
"Mast cells","CCR3","PanglaoDB","5133"
"Mast cells","CCR5","PanglaoDB","5134"
"Mast cells","LTC4S","PanglaoDB","5135"
"Mast cells","GPR34","PanglaoDB","5136"
"Mast cells","MGST2","PanglaoDB","5137"
"Mast cells","ACHE","PanglaoDB","5138"
"Mast cells","CPA3","PanglaoDB","5139"
"Mast cells","CPA1","PanglaoDB","5140"
"Mast cells","CMA1","PanglaoDB","5141"
"Mast cells","HNMT","PanglaoDB","5142"
"Mast cells","TPSAB1","PanglaoDB","5143"
"Mast cells","PTGDS ","PanglaoDB","5144"
"Mast cells","CFP","PanglaoDB","5145"
"Mast cells","RAB27B","PanglaoDB","5146"
"Mast cells","ATP8B5","PanglaoDB","5147"
"Mast cells","SLA","PanglaoDB","5148"
"Mast cells","IL1RL1","PanglaoDB","5149"
"Mast cells","CSF2RB2","PanglaoDB","5150"
"Mast cells","GNAI1","PanglaoDB","5151"
"Mast cells","CFD","PanglaoDB","5152"
"Mast cells","OSBPL8","PanglaoDB","5153"
"Mast cells","ADORA3","PanglaoDB","5154"
"Mast cells","HS3ST1","PanglaoDB","5155"
"Mast cells","CSF2RB","PanglaoDB","5156"
"Mast cells","DAPP1","PanglaoDB","5157"
"Mast cells","SLC6A4","PanglaoDB","5158"
"Mast cells","MAOB","PanglaoDB","5159"
"Mast cells","LILR4B","PanglaoDB","5160"
"Mast cells","CSRNP1","PanglaoDB","5161"
"Mast cells","CYP11A1","PanglaoDB","5162"
"Mast cells","RGS1","PanglaoDB","5163"
"Mast cells","MRGPRB2","PanglaoDB","5164"
"Mast cells","PLEK","PanglaoDB","5165"
"Mast cells","MRGPRB1","PanglaoDB","5166"
"Mast cells","HDC","PanglaoDB","5167"
"Mast cells","MCPT4","PanglaoDB","5168"
"Mast cells","TPSB2","PanglaoDB","5169"
"Mast cells","TPH1","PanglaoDB","5170"
"Mast cells","CD55","PanglaoDB","5171"
"Mast cells","CD200R3","PanglaoDB","5172"
"Mast cells","RGS13","PanglaoDB","5173"
"Mast cells","TPSG1","PanglaoDB","5174"
"Mast cells","SOCS1","PanglaoDB","5175"
"Mast cells","BTK","PanglaoDB","5176"
"Mast cells","IL4","PanglaoDB","5177"
"Mast cells","MS4A2","PanglaoDB","5178"
"Mast cells","VWA5A","PanglaoDB","5179"
"Mast cells","FCER1A","PanglaoDB","5180"
"Mast cells","MCEMP1","PanglaoDB","5181"
"Mast cells","MILR1","PanglaoDB","5182"
"Mast cells","CCL2","PanglaoDB","5183"
"Mast cells","CMA2","PanglaoDB","5184"
"Mast cells","CREB3L1","PanglaoDB","5185"
"Mast cells","EDNRA","PanglaoDB","5186"
"Mast cells","HS6ST2","PanglaoDB","5187"
"Mast cells","KCNE3","PanglaoDB","5188"
"Mast cells","MCPT9","PanglaoDB","5189"
"Mast cells","MEIS2","PanglaoDB","5190"
"Mast cells","MRGPRA4","PanglaoDB","5191"
"Mast cells","MRGPRX2","PanglaoDB","5192"
"Mast cells","OLFR920","PanglaoDB","5193"
"Mast cells","PLAU","PanglaoDB","5194"
"Mast cells","ADAMTS9","PanglaoDB","5195"
"Mast cells","CHST1","PanglaoDB","5196"
"Mast cells","COBL","PanglaoDB","5197"
"Mast cells","CTSG","PanglaoDB","5198"
"Mast cells","DNM3","PanglaoDB","5199"
"Mast cells","FAM198B","PanglaoDB","5200"
"Mast cells","GRIK2","PanglaoDB","5201"
"Mast cells","HPGDS","PanglaoDB","5202"
"Mast cells","HS3ST3A1","PanglaoDB","5203"
"Mast cells","PAPSS2","PanglaoDB","5204"
"Mast cells","PCBD1","PanglaoDB","5205"
"Mast cells","PCP4L1","PanglaoDB","5206"
"Mast cells","RNF128","PanglaoDB","5207"
"Mast cells","SERPINB1A","PanglaoDB","5208"
"Mast cells","SLC29A1","PanglaoDB","5209"
"Mast cells","SLC45A3","PanglaoDB","5210"
"Mast cells","STARD13","PanglaoDB","5211"
"Mast cells","A4GALT","PanglaoDB","5212"
"Mast cells","ACER3","PanglaoDB","5213"
"Mast cells","ARMCX3","PanglaoDB","5214"
"Mast cells","ATL2","PanglaoDB","5215"
"Mast cells","BBS10","PanglaoDB","5216"
"Mast cells","BMPR2","PanglaoDB","5217"
"Mast cells","C2","PanglaoDB","5218"
"Mast cells","CAR13","PanglaoDB","5219"
"Mast cells","CCDC141","PanglaoDB","5220"
"Mast cells","CCL7","PanglaoDB","5221"
"Mast cells","CDC42BPA","PanglaoDB","5222"
"Mast cells","CDH9","PanglaoDB","5223"
"Mast cells","COPZ2","PanglaoDB","5224"
"Mast cells","MCPT2","PanglaoDB","5225"
"Mast cells","ZFP9","PanglaoDB","5226"
"Mast cells","ZFP521","PanglaoDB","5227"
"Mast cells","ZDHHC13","PanglaoDB","5228"
"Mast cells","WDR60","PanglaoDB","5229"
"Mast cells","UNC13B","PanglaoDB","5230"
"Mast cells","TRANK1","PanglaoDB","5231"
"Mast cells","TIAM2","PanglaoDB","5232"
"Mast cells","TCF7L1","PanglaoDB","5233"
"Mast cells","STK32B","PanglaoDB","5234"
"Mast cells","ST6GALNAC3","PanglaoDB","5235"
"Mast cells","SOCS2","PanglaoDB","5236"
"Mast cells","SPRED1","PanglaoDB","5237"
"Mast cells","SMPX","PanglaoDB","5238"
"Mast cells","SMARCA1","PanglaoDB","5239"
"Mast cells","SLC7A5","PanglaoDB","5240"
"Mast cells","SLC4A4","PanglaoDB","5241"
"Mast cells","SLC31A2","PanglaoDB","5242"
"Mast cells","SGCE","PanglaoDB","5243"
"Mast cells","ROR1","PanglaoDB","5244"
"Mast cells","RNF180","PanglaoDB","5245"
"Mast cells","RIOK2","PanglaoDB","5246"
"Mast cells","RBFOX1","PanglaoDB","5247"
"Mast cells","RAPGEF2","PanglaoDB","5248"
"Mast cells","PDE1C","PanglaoDB","5249"
"Mast cells","PCDH7","PanglaoDB","5250"
"Mast cells","OPTN","PanglaoDB","5251"
"Mast cells","OLFR918","PanglaoDB","5252"
"Mast cells","OLFR917","PanglaoDB","5253"
"Mast cells","OLFR915","PanglaoDB","5254"
"Mast cells","OAF","PanglaoDB","5255"
"Mast cells","NEO1","PanglaoDB","5256"
"Mast cells","NDST2","PanglaoDB","5257"
"Mast cells","NCEH1","PanglaoDB","5258"
"Mast cells","MT2","PanglaoDB","5259"
"Mast cells","MRGPRX1","PanglaoDB","5260"
"Mast cells","MLPH","PanglaoDB","5261"
"Mast cells","MITF","PanglaoDB","5262"
"Mast cells","MFGE8","PanglaoDB","5263"
"Mast cells","LSAMP","PanglaoDB","5264"
"Mast cells","LRRC66","PanglaoDB","5265"
"Mast cells","LIMA1","PanglaoDB","5266"
"Mast cells","KRT4","PanglaoDB","5267"
"Mast cells","KDELR3","PanglaoDB","5268"
"Mast cells","IDS","PanglaoDB","5269"
"Mast cells","HSPA13","PanglaoDB","5270"
"Mast cells","HS2ST1","PanglaoDB","5271"
"Mast cells","GPM6A","PanglaoDB","5272"
"Mast cells","GP1BA","PanglaoDB","5273"
"Mast cells","GNAZ","PanglaoDB","5274"
"Mast cells","FAM84A","PanglaoDB","5275"
"Mast cells","FAM129B","PanglaoDB","5276"
"Mast cells","EXT1","PanglaoDB","5277"
"Mast cells","ESYT3","PanglaoDB","5278"
"Mast cells","ENO2","PanglaoDB","5279"
"Mast cells","ENAH","PanglaoDB","5280"
"Mast cells","DUSP1","PanglaoDB","5281"
"Mast cells","DGKI","PanglaoDB","5282"
"Mast cells","DDC","PanglaoDB","5283"
"Mast cells","DCLK3","PanglaoDB","5284"
"Megakaryocytes","ITGA2B","PanglaoDB","5285"
"Megakaryocytes","GP1BA","PanglaoDB","5286"
"Megakaryocytes","ITGAV","PanglaoDB","5287"
"Megakaryocytes","ITGB3","PanglaoDB","5288"
"Megakaryocytes","SELP","PanglaoDB","5289"
"Megakaryocytes","MPL","PanglaoDB","5290"
"Megakaryocytes","LAT","PanglaoDB","5291"
"Megakaryocytes","BIN2","PanglaoDB","5292"
"Megakaryocytes","SDPR","PanglaoDB","5293"
"Megakaryocytes","TMEM40","PanglaoDB","5294"
"Megakaryocytes","LY6C2","PanglaoDB","5295"
"Megakaryocytes","DAPP1","PanglaoDB","5296"
"Megakaryocytes","CST7","PanglaoDB","5297"
"Megakaryocytes","NRGN","PanglaoDB","5298"
"Megakaryocytes","PLEK","PanglaoDB","5299"
"Megakaryocytes","ADGRG1","PanglaoDB","5300"
"Megakaryocytes","CAMP","PanglaoDB","5301"
"Megakaryocytes","ELANE","PanglaoDB","5302"
"Megakaryocytes","RABGAP1L","PanglaoDB","5303"
"Megakaryocytes","MPO","PanglaoDB","5304"
"Megakaryocytes","S100A9","PanglaoDB","5305"
"Megakaryocytes","S100A8","PanglaoDB","5306"
"Megakaryocytes","PF4","PanglaoDB","5307"
"Megakaryocytes","PRSS57","PanglaoDB","5308"
"Megakaryocytes","TREM3","PanglaoDB","5309"
"Megakaryocytes","F13A1","PanglaoDB","5310"
"Megakaryocytes","EDEM2","PanglaoDB","5311"
"Megakaryocytes","PRG2","PanglaoDB","5312"
"Megakaryocytes","PRG3","PanglaoDB","5313"
"Megakaryocytes","CD9","PanglaoDB","5314"
"Megakaryocytes","EPOR","PanglaoDB","5315"
"Megakaryocytes","CXCR4","PanglaoDB","5316"
"Megakaryocytes","GP5","PanglaoDB","5317"
"Megakaryocytes","CXCR1","PanglaoDB","5318"
"Megakaryocytes","CXCR2","PanglaoDB","5319"
"Megakaryocytes","SLAMF1","PanglaoDB","5320"
"Megakaryocytes","PDE6B","PanglaoDB","5321"
"Megakaryocytes","MATK","PanglaoDB","5322"
"Megakaryocytes","SPON2","PanglaoDB","5323"
"Melanocytes","AHR","PanglaoDB","5324"
"Melanocytes","MC1R","PanglaoDB","5325"
"Melanocytes","PMEL","PanglaoDB","5326"
"Melanocytes","PTGDS","PanglaoDB","5327"
"Melanocytes","SLC45A2","PanglaoDB","5328"
"Melanocytes","MLANA","PanglaoDB","5329"
"Melanocytes","MITF","PanglaoDB","5330"
"Melanocytes","TYR","PanglaoDB","5331"
"Melanocytes","TYRP1","PanglaoDB","5332"
"Melanocytes","DCT","PanglaoDB","5333"
"Melanocytes","FILIP1L","PanglaoDB","5334"
"Melanocytes","GPNMB","PanglaoDB","5335"
"Melanocytes","LOXL2","PanglaoDB","5336"
"Melanocytes","ZC3H7A","PanglaoDB","5337"
"Melanocytes","SLK","PanglaoDB","5338"
"Melanocytes","SERPINB1A","PanglaoDB","5339"
"Melanocytes","DKK3","PanglaoDB","5340"
"Melanocytes","AHNAK2","PanglaoDB","5341"
"Melanocytes","HSPB1","PanglaoDB","5342"
"Melanocytes","PAX3","PanglaoDB","5343"
"Melanocytes","TRPM1","PanglaoDB","5344"
"Melanocytes","CTNS","PanglaoDB","5345"
"Melanocytes","ENPP1","PanglaoDB","5346"
"Melanocytes","SOX9","PanglaoDB","5347"
"Melanocytes","BNC2","PanglaoDB","5348"
"Melanocytes","MEN1","PanglaoDB","5349"
"Melanocytes","POMC","PanglaoDB","5350"
"Melanocytes","TFAP2A","PanglaoDB","5351"
"Melanocytes","RAB38","PanglaoDB","5352"
"Melanocytes","TP63","PanglaoDB","5353"
"Melanocytes","CRABP1","PanglaoDB","5354"
"Melanocytes","BMI1","PanglaoDB","5355"
"Melanocytes","PTN","PanglaoDB","5356"
"Melanocytes","CCN5","PanglaoDB","5357"
"Melanocytes","PRKN","PanglaoDB","5358"
"Melanocytes","KLC2","PanglaoDB","5359"
"Melanocytes","IL24","PanglaoDB","5360"
"Melanocytes","TPH2","PanglaoDB","5361"
"Melanocytes","PPARA","PanglaoDB","5362"
"Melanocytes","PPARD","PanglaoDB","5363"
"Melanocytes","PPARG","PanglaoDB","5364"
"Melanocytes","PRKCA","PanglaoDB","5365"
"Meningeal cells","FOXC1","PanglaoDB","5366"
"Meningeal cells","FOXC2","PanglaoDB","5367"
"Meningeal cells","BMP7","PanglaoDB","5368"
"Meningeal cells","ZIC1","PanglaoDB","5369"
"Meningeal cells","ZIC3","PanglaoDB","5370"
"Meningeal cells","ALDH1A2","PanglaoDB","5371"
"Meningeal cells","ALX4","PanglaoDB","5372"
"Meningeal cells","IGF2","PanglaoDB","5373"
"Meningeal cells","VTN","PanglaoDB","5374"
"Meningeal cells","IGFBP2","PanglaoDB","5375"
"Meningeal cells","DCN","PanglaoDB","5376"
"Meningeal cells","LUM","PanglaoDB","5377"
"Meningeal cells","PDGFRA","PanglaoDB","5378"
"Meningeal cells","IL33","PanglaoDB","5379"
"Meningeal cells","PTGDS","PanglaoDB","5380"
"Meningeal cells","NNAT","PanglaoDB","5381"
"Meningeal cells","NOV","PanglaoDB","5382"
"Meningeal cells","SLC47A1","PanglaoDB","5383"
"Merkel cells","CHGA","PanglaoDB","5384"
"Merkel cells","KRT20","PanglaoDB","5385"
"Merkel cells","FLI1","PanglaoDB","5386"
"Merkel cells","CD99","PanglaoDB","5387"
"Merkel cells","GNAI1","PanglaoDB","5388"
"Merkel cells","VIL1","PanglaoDB","5389"
"Merkel cells","PIEZO2","PanglaoDB","5390"
"Merkel cells","ID2","PanglaoDB","5391"
"Merkel cells","TRPV4","PanglaoDB","5392"
"Merkel cells","ATOH1","PanglaoDB","5393"
"Merkel cells","SOX2","PanglaoDB","5394"
"Merkel cells","TTF1","PanglaoDB","5395"
"Merkel cells","POU4F3","PanglaoDB","5396"
"Merkel cells","GFI1","PanglaoDB","5397"
"Merkel cells","KRT8","PanglaoDB","5398"
"Merkel cells","KRT18","PanglaoDB","5399"
"Mesangial cells","PDGFB","PanglaoDB","5400"
"Mesangial cells","PDGFRB","PanglaoDB","5401"
"Mesangial cells","ACTA2","PanglaoDB","5402"
"Mesangial cells","TNS1","PanglaoDB","5403"
"Mesangial cells","SFRP2","PanglaoDB","5404"
"Mesangial cells","ECM1","PanglaoDB","5405"
"Mesangial cells","ANGPT2","PanglaoDB","5406"
"Mesangial cells","FGF1","PanglaoDB","5407"
"Mesangial cells","CTGF","PanglaoDB","5408"
"Mesangial cells","PLAU","PanglaoDB","5409"
"Mesangial cells","GATA3","PanglaoDB","5410"
"Mesangial cells","LEF1","PanglaoDB","5411"
"Mesangial cells","MRC1","PanglaoDB","5412"
"Mesangial cells","PML","PanglaoDB","5413"
"Mesangial cells","OGT","PanglaoDB","5414"
"Mesangial cells","NOCT","PanglaoDB","5415"
"Mesangial cells","NCOA2","PanglaoDB","5416"
"Mesangial cells","PER3","PanglaoDB","5417"
"Mesangial cells","PLA2R1","PanglaoDB","5418"
"Mesangial cells","TRIP4","PanglaoDB","5419"
"Mesangial cells","AMOTL2","PanglaoDB","5420"
"Mesangial cells","LATS2","PanglaoDB","5421"
"Mesangial cells","YAP1","PanglaoDB","5422"
"Mesangial cells","LRP5","PanglaoDB","5423"
"Mesangial cells","MIB1","PanglaoDB","5424"
"Mesangial cells","NOSTRIN","PanglaoDB","5425"
"Mesangial cells","ADAMTSL4","PanglaoDB","5426"
"Mesangial cells","EMILIN1","PanglaoDB","5427"
"Mesangial cells","ITGA8","PanglaoDB","5428"
"Mesangial cells","DYRK1A","PanglaoDB","5429"
"Mesangial cells","ARID5B","PanglaoDB","5430"
"Mesangial cells","CCR7","PanglaoDB","5431"
"Mesangial cells","FN1","PanglaoDB","5432"
"Mesangial cells","PAWR","PanglaoDB","5433"
"Mesangial cells","PTN","PanglaoDB","5434"
"Mesangial cells","SERPINE2","PanglaoDB","5435"
"Mesangial cells","TBX18","PanglaoDB","5436"
"Mesangial cells","TEK","PanglaoDB","5437"
"Mesangial cells","THY1","PanglaoDB","5438"
"Mesangial cells","MYL9","PanglaoDB","5439"
"Mesangial cells","TPM2","PanglaoDB","5440"
"Mesangial cells","CALD1","PanglaoDB","5441"
"Mesangial cells","HOPX","PanglaoDB","5442"
"Mesangial cells","NR4A2","PanglaoDB","5443"
"Mesangial cells","ACTN1","PanglaoDB","5444"
"Mesangial cells","AKAP12","PanglaoDB","5445"
"Mesangial cells","ROCK1","PanglaoDB","5446"
"Mesangial cells","SH3BGRL","PanglaoDB","5447"
"Mesangial cells","RASD1","PanglaoDB","5448"
"Mesangial cells","SNCG","PanglaoDB","5449"
"Mesangial cells","FILIP1L","PanglaoDB","5450"
"Mesangial cells","FLNA","PanglaoDB","5451"
"Mesangial cells","MEF2C","PanglaoDB","5452"
"Mesangial cells","CSTB","PanglaoDB","5453"
"Mesangial cells","SMARCA5","PanglaoDB","5454"
"Mesangial cells","PDE3A","PanglaoDB","5455"
"Mesangial cells","MAP3K20","PanglaoDB","5456"
"Mesothelial cells","CALB2","PanglaoDB","5457"
"Mesothelial cells","MUC16","PanglaoDB","5458"
"Mesothelial cells","KRT5","PanglaoDB","5459"
"Mesothelial cells","KRT6A","PanglaoDB","5460"
"Mesothelial cells","DES","PanglaoDB","5461"
"Mesothelial cells","CDH1","PanglaoDB","5462"
"Mesothelial cells","HAS2","PanglaoDB","5463"
"Mesothelial cells","KRT7","PanglaoDB","5464"
"Mesothelial cells","ME1","PanglaoDB","5465"
"Mesothelial cells","ME2","PanglaoDB","5466"
"Mesothelial cells","MSLN","PanglaoDB","5467"
"Mesothelial cells","THBD","PanglaoDB","5468"
"Mesothelial cells","WT1","PanglaoDB","5469"
"Mesothelial cells","LRRN4","PanglaoDB","5470"
"Mesothelial cells","IL17RE","PanglaoDB","5471"
"Mesothelial cells","LOX","PanglaoDB","5472"
"Mesothelial cells","OASL2","PanglaoDB","5473"
"Mesothelial cells","KCNAB1","PanglaoDB","5474"
"Mesothelial cells","PKHD1L1","PanglaoDB","5475"
"Mesothelial cells","SULF1","PanglaoDB","5476"
"Mesothelial cells","DUSP5","PanglaoDB","5477"
"Mesothelial cells","MIR22HG","PanglaoDB","5478"
"Mesothelial cells","COBLL1","PanglaoDB","5479"
"Mesothelial cells","ST3GAL1","PanglaoDB","5480"
"Mesothelial cells","FBXO33","PanglaoDB","5481"
"Mesothelial cells","FZD1","PanglaoDB","5482"
"Mesothelial cells","RASL11A","PanglaoDB","5483"
"Mesothelial cells","CDON","PanglaoDB","5484"
"Mesothelial cells","BCL3","PanglaoDB","5485"
"Mesothelial cells","ACKR3","PanglaoDB","5486"
"Mesothelial cells","NPR1","PanglaoDB","5487"
"Mesothelial cells","PCSK6","PanglaoDB","5488"
"Mesothelial cells","DPP4","PanglaoDB","5489"
"Mesothelial cells","RND1","PanglaoDB","5490"
"Mesothelial cells","GBP2","PanglaoDB","5491"
"Mesothelial cells","C1RA","PanglaoDB","5492"
"Mesothelial cells","MEDAG","PanglaoDB","5493"
"Mesothelial cells","AR","PanglaoDB","5494"
"Mesothelial cells","LGALS7","PanglaoDB","5495"
"Mesothelial cells","GSTT1","PanglaoDB","5496"
"Mesothelial cells","ANO1","PanglaoDB","5497"
"Mesothelial cells","GSTA3","PanglaoDB","5498"
"Mesothelial cells","OSR1","PanglaoDB","5499"
"Mesothelial cells","TWSG1","PanglaoDB","5500"
