"cell_Names","genes","db","index"
"Early.lymphoid.T.lymphocyte","ITM2A","post_annot","609"
"Early.lymphoid.T.lymphocyte","CD3G","post_annot","610"
"Early.lymphoid.T.lymphocyte","LCK","post_annot","611"
"Early.lymphoid.T.lymphocyte","TRDC","post_annot","612"
"Early.lymphoid.T.lymphocyte","ETS1","post_annot","613"
"Early.lymphoid.T.lymphocyte","GIMAP7","post_annot","614"
"Early.lymphoid.T.lymphocyte","CD27","post_annot","615"
"Early.lymphoid.T.lymphocyte","LTB","post_annot","616"
"Early.lymphoid.T.lymphocyte","KLRB1","post_annot","617"
"Early.lymphoid.T.lymphocyte","LEF1","post_annot","618"
"Early.lymphoid.T.lymphocyte","PTPRC","post_annot","619"
"Early.lymphoid.T.lymphocyte","CCR7","post_annot","620"
"Early.lymphoid.T.lymphocyte","CD2","post_annot","621"
"Early.lymphoid.T.lymphocyte","IL2RG","post_annot","622"
"Early.lymphoid.T.lymphocyte","TCF7","post_annot","623"
"Early.lymphoid.T.lymphocyte","CD7","post_annot","624"
"Early.lymphoid.T.lymphocyte","TSC22D3","post_annot","625"
"Early.lymphoid.T.lymphocyte","FYB","post_annot","626"
"Early.lymphoid.T.lymphocyte","CD247","post_annot","627"
"Early.lymphoid.T.lymphocyte","EVL","post_annot","628"
"Early.lymphoid.T.lymphocyte","CTSW","post_annot","629"
"Early.lymphoid.T.lymphocyte","CYTIP","post_annot","630"
"ILC.precursor","IL7R","post_annot","631"
"ILC.precursor","LTB","post_annot","632"
"ILC.precursor","CD52","post_annot","633"
"ILC.precursor","KLRB1","post_annot","634"
"ILC.precursor","TRBC1","post_annot","635"
"ILC.precursor","HSPB1","post_annot","636"
"ILC.precursor","LST1","post_annot","637"
"ILC.precursor","SCN1B","post_annot","638"
"ILC.precursor","IL32","post_annot","639"
"ILC.precursor","PEG10","post_annot","640"
"ILC.precursor","IL4I1","post_annot","641"
"ILC.precursor","TRAC","post_annot","642"
"ILC.precursor","TNFRSF25","post_annot","643"
"ILC.precursor","ZBTB16","post_annot","644"
"ILC.precursor","TMIGD2","post_annot","645"
"ILC.precursor","PRMT9","post_annot","646"
"ILC.precursor","TCF7","post_annot","647"
"ILC.precursor","TRDC","post_annot","648"
"ILC.precursor","IL2RG","post_annot","649"
"ILC.precursor","CD247","post_annot","650"
"ILC.precursor","HPN","post_annot","651"
"ILC.precursor","SLA","post_annot","652"
"ILC.precursor","TOX2","post_annot","653"
"ILC.precursor","ALDOC","post_annot","654"
"ILC.precursor","CD3E","post_annot","655"
"ILC.precursor","ZNF331","post_annot","656"
"ILC.precursor","MAP3K8","post_annot","657"
"ILC.precursor","NFKBIA","post_annot","658"
"ILC.precursor","AQP3","post_annot","659"
"ILC.precursor","RGS2","post_annot","660"
"B.cell","IGKC","post_annot","661"
"B.cell","IGLC2","post_annot","662"
"B.cell","IGHM","post_annot","663"
"B.cell","IGLC3","post_annot","664"
"B.cell","MS4A1","post_annot","665"
"B.cell","TCL1A","post_annot","666"
"B.cell","CD79A","post_annot","667"
"B.cell","CD37","post_annot","668"
"B.cell","CD79B","post_annot","669"
"B.cell","CD52","post_annot","670"
"B.cell","CXCR4","post_annot","671"
"B.cell","IGHD","post_annot","672"
"B.cell","SPIB","post_annot","673"
"B.cell","HERPUD1","post_annot","674"
"B.cell","FCRLA","post_annot","675"
"B.cell","VPREB3","post_annot","676"
"B.cell","FAM129C","post_annot","677"
"B.cell","SMIM14","post_annot","678"
"B.cell","CD83","post_annot","679"
"B.cell","CD24","post_annot","680"
"B.cell","MZB1","post_annot","681"
"B.cell","RP5-887A10.1","post_annot","682"
"B.cell","BIRC3","post_annot","683"
"B.cell","NCF1","post_annot","684"
"B.cell","RALGPS2","post_annot","685"
"B.cell","RP11-231C14.7","post_annot","686"
"B.cell","BTG1","post_annot","687"
"B.cell","SP140","post_annot","688"
"B.cell","CLEC2D","post_annot","689"
"B.cell","LTB","post_annot","690"
"pre.B.cell","TCL1A","post_annot","691"
"pre.B.cell","CD24","post_annot","692"
"pre.B.cell","CD79B","post_annot","693"
"pre.B.cell","VPREB3","post_annot","694"
"pre.B.cell","IGLL1","post_annot","695"
"pre.B.cell","VPREB1","post_annot","696"
"pre.B.cell","CD79A","post_annot","697"
"pre.B.cell","IGHM","post_annot","698"
"pre.B.cell","HMGB2","post_annot","699"
"pre.B.cell","STMN1","post_annot","700"
"pre.B.cell","RCSD1","post_annot","701"
"pre.B.cell","TOP2A","post_annot","702"
"pre.B.cell","NUSAP1","post_annot","703"
"pre.B.cell","IGKC","post_annot","704"
"pre.B.cell","HIST1H4C","post_annot","705"
"pre.B.cell","CENPF","post_annot","706"
"pre.B.cell","CD9","post_annot","707"
"pre.B.cell","HMGN2","post_annot","708"
"pre.B.cell","IGLC2","post_annot","709"
"pre.B.cell","HMGB1","post_annot","710"
"pre.B.cell","CXCR4","post_annot","711"
"pre.B.cell","MKI67","post_annot","712"
"pre.B.cell","CMTM8","post_annot","713"
"pre.B.cell","UBE2C","post_annot","714"
"pre.B.cell","CCND3","post_annot","715"
"pre.B.cell","HIST1H1D","post_annot","716"
"pre.B.cell","PDLIM1","post_annot","717"
"pre.B.cell","LAPTM5","post_annot","718"
"pre.B.cell","PTMA","post_annot","719"
"pre.B.cell","CD72","post_annot","720"
"pro.B.cell","IGLL1","post_annot","721"
"pro.B.cell","VPREB3","post_annot","722"
"pro.B.cell","CD24","post_annot","723"
"pro.B.cell","VPREB1","post_annot","724"
"pro.B.cell","HIST1H4C","post_annot","725"
"pro.B.cell","CD79B","post_annot","726"
"pro.B.cell","STMN1","post_annot","727"
"pro.B.cell","HMGB1","post_annot","728"
"pro.B.cell","HIST1H1D","post_annot","729"
"pro.B.cell","HMGB2","post_annot","730"
"pro.B.cell","NUSAP1","post_annot","731"
"pro.B.cell","TOP2A","post_annot","732"
"pro.B.cell","HIST1H1C","post_annot","733"
"pro.B.cell","TUBA1B","post_annot","734"
"pro.B.cell","HMGN2","post_annot","735"
"pro.B.cell","DNTT","post_annot","736"
"pro.B.cell","TUBB","post_annot","737"
"pro.B.cell","PTMA","post_annot","738"
"pro.B.cell","TCL1A","post_annot","739"
"pro.B.cell","MKI67","post_annot","740"
"pro.B.cell","CD79A","post_annot","741"
"pro.B.cell","CENPF","post_annot","742"
"pro.B.cell","UHRF1","post_annot","743"
"pro.B.cell","RRM2","post_annot","744"
"pro.B.cell","HIST1H1E","post_annot","745"
"pro.B.cell","H2AFZ","post_annot","746"
"pro.B.cell","TYMS","post_annot","747"
"pro.B.cell","AURKB","post_annot","748"
"pro.B.cell","SMC4","post_annot","749"
"pro.B.cell","KIAA0101","post_annot","750"
"Pre.pro.B.cell","IGLL1","post_annot","751"
"Pre.pro.B.cell","LTB","post_annot","752"
"Pre.pro.B.cell","JCHAIN","post_annot","753"
"Pre.pro.B.cell","ADA","post_annot","754"
"Pre.pro.B.cell","ZCCHC7","post_annot","755"
"Pre.pro.B.cell","CD79A","post_annot","756"
"Pre.pro.B.cell","CD99","post_annot","757"
"Pre.pro.B.cell","VPREB1","post_annot","758"
"Pre.pro.B.cell","UHRF1","post_annot","759"
"Pre.pro.B.cell","SOX4","post_annot","760"
"Pre.pro.B.cell","CD7","post_annot","761"
"Pre.pro.B.cell","RGL4","post_annot","762"
"Pre.pro.B.cell","LAT2","post_annot","763"
"Pre.pro.B.cell","C5orf56","post_annot","764"
"Pre.pro.B.cell","ACTG1","post_annot","765"
"Pre.pro.B.cell","NREP","post_annot","766"
"Pre.pro.B.cell","ITGA4","post_annot","767"
"Pre.pro.B.cell","FBXW7","post_annot","768"
"Pre.pro.B.cell","RNASEH2B","post_annot","769"
"Pre.pro.B.cell","SEPT9","post_annot","770"
"Pre.pro.B.cell","AC002454.1","post_annot","771"
"Pre.pro.B.cell","PTMA","post_annot","772"
"Pre.pro.B.cell","CDK6","post_annot","773"
"Pre.pro.B.cell","EBF1","post_annot","774"
"Pre.pro.B.cell","H2AFY","post_annot","775"
"Pre.pro.B.cell","SMIM24","post_annot","776"
"Pre.pro.B.cell","UMODL1","post_annot","777"
"Pre.pro.B.cell","CD79B","post_annot","778"
"Pre.pro.B.cell","ACY3","post_annot","779"
"Pre.pro.B.cell","STMN1","post_annot","780"
"HSC.MPP","SPINK2","post_annot","781"
"HSC.MPP","SMIM24","post_annot","782"
"HSC.MPP","CYTL1","post_annot","783"
"HSC.MPP","PRSS57","post_annot","784"
"HSC.MPP","CD34","post_annot","785"
"HSC.MPP","HOPX","post_annot","786"
"HSC.MPP","C1QTNF4","post_annot","787"
"HSC.MPP","MLLT3","post_annot","788"
"HSC.MPP","RPS3","post_annot","789"
"HSC.MPP","CDCA7","post_annot","790"
"HSC.MPP","RPS4X","post_annot","791"
"HSC.MPP","RP11-620J15.3","post_annot","792"
"HSC.MPP","NPM1","post_annot","793"
"HSC.MPP","EEF1B2","post_annot","794"
"HSC.MPP","APEX1","post_annot","795"
"HSC.MPP","LDHB","post_annot","796"
"HSC.MPP","ITM2A","post_annot","797"
"HSC.MPP","RPL10A","post_annot","798"
"HSC.MPP","RPL3","post_annot","799"
"HSC.MPP","EIF3E","post_annot","800"
"HSC.MPP","EGFL7","post_annot","801"
"HSC.MPP","ZFAS1","post_annot","802"
"HSC.MPP","RPL7","post_annot","803"
"HSC.MPP","RPS18","post_annot","804"
"HSC.MPP","TAOK3","post_annot","805"
"HSC.MPP","RPS3A","post_annot","806"
"HSC.MPP","RPS14","post_annot","807"
"HSC.MPP","HNRNPA1","post_annot","808"
"HSC.MPP","PRDX1","post_annot","809"
"HSC.MPP","RPL7A","post_annot","810"
"Acinar cells","CTRB1","PanglaoDB","811"
"Acinar cells","KLK1","PanglaoDB","812"
"Acinar cells","RBPJL","PanglaoDB","813"
"Acinar cells","PTF1A","PanglaoDB","814"
"Acinar cells","TRY4","PanglaoDB","815"
"Acinar cells","CELA3A","PanglaoDB","816"
"Acinar cells","PRSS1","PanglaoDB","817"
"Acinar cells","AMY2A2","PanglaoDB","818"
"Acinar cells","SPINK1","PanglaoDB","819"
"Acinar cells","ZG16","PanglaoDB","820"
"Acinar cells","CEL","PanglaoDB","821"
"Acinar cells","CELA2A","PanglaoDB","822"
"Acinar cells","AMY2A3","PanglaoDB","823"
"Acinar cells","CPB1","PanglaoDB","824"
"Acinar cells","CELA1","PanglaoDB","825"
"Acinar cells","AMY2A5","PanglaoDB","826"
"Acinar cells","RNASE1","PanglaoDB","827"
"Acinar cells","AMY2B","PanglaoDB","828"
"Acinar cells","CPA2","PanglaoDB","829"
"Acinar cells","CPA1","PanglaoDB","830"
"Acinar cells","CELA3B","PanglaoDB","831"
"Acinar cells","PNLIP","PanglaoDB","832"
"Acinar cells","CTRB2","PanglaoDB","833"
"Acinar cells","PLA2G1B","PanglaoDB","834"
"Acinar cells","PRSS2","PanglaoDB","835"
"Acinar cells","CLPS","PanglaoDB","836"
"Acinar cells","REG1A","PanglaoDB","837"
"Acinar cells","SYCN","PanglaoDB","838"
"Acinar cells","PNLIPRP1","PanglaoDB","839"
"Acinar cells","CTRC","PanglaoDB","840"
"Acinar cells","REG3A","PanglaoDB","841"
"Acinar cells","SERPINA3","PanglaoDB","842"
"Acinar cells","PRSS3","PanglaoDB","843"
"Acinar cells","REG1B","PanglaoDB","844"
"Acinar cells","CFB","PanglaoDB","845"
"Acinar cells","GDF15","PanglaoDB","846"
"Acinar cells","MUC1","PanglaoDB","847"
"Acinar cells","C15ORF48","PanglaoDB","848"
"Acinar cells","DUOXA2","PanglaoDB","849"
"Acinar cells","AKR1C3","PanglaoDB","850"
"Acinar cells","OLFM4","PanglaoDB","851"
"Acinar cells","GSTA1","PanglaoDB","852"
"Acinar cells","LGALS2","PanglaoDB","853"
"Acinar cells","PDZK1IP1","PanglaoDB","854"
"Acinar cells","RARRES2","PanglaoDB","855"
"Acinar cells","CXCL17","PanglaoDB","856"
"Acinar cells","UBD","PanglaoDB","857"
"Acinar cells","GSTA2","PanglaoDB","858"
"Acinar cells","ANPEP","PanglaoDB","859"
"Acinar cells","LYZ","PanglaoDB","860"
"Acinar cells","ANGPTL4","PanglaoDB","861"
"Acinar cells","ALDOB","PanglaoDB","862"
"Adipocyte progenitor cells","CEBPA","PanglaoDB","863"
"Adipocyte progenitor cells","EGFR","PanglaoDB","864"
"Adipocyte progenitor cells","FGF10","PanglaoDB","865"
"Adipocyte progenitor cells","GSC","PanglaoDB","866"
"Adipocyte progenitor cells","MMP3","PanglaoDB","867"
"Adipocyte progenitor cells","PPARG","PanglaoDB","868"
"Adipocyte progenitor cells","TWIST2","PanglaoDB","869"
"Adipocyte progenitor cells","GATA3","PanglaoDB","870"
"Adipocyte progenitor cells","GLI1","PanglaoDB","871"
"Adipocyte progenitor cells","SMO","PanglaoDB","872"
"Adipocyte progenitor cells","STAB1","PanglaoDB","873"
"Adipocyte progenitor cells","WISP2","PanglaoDB","874"
"Adipocyte progenitor cells","WT1","PanglaoDB","875"
"Adipocyte progenitor cells","SCARA5","PanglaoDB","876"
"Adipocyte progenitor cells","HOXC8","PanglaoDB","877"
"Adipocyte progenitor cells","TCF7L1","PanglaoDB","878"
"Adipocyte progenitor cells","HOXC9","PanglaoDB","879"
"Adipocyte progenitor cells","HOXC6","PanglaoDB","880"
"Adipocyte progenitor cells","HOXC4","PanglaoDB","881"
"Adipocyte progenitor cells","ZNF521","PanglaoDB","882"
"Adipocyte progenitor cells","SULT1E1","PanglaoDB","883"
"Adipocyte progenitor cells","EBF2","PanglaoDB","884"
"Adipocytes","SLC36A2","PanglaoDB","885"
"Adipocytes","P2RX5","PanglaoDB","886"
"Adipocytes","LEP","PanglaoDB","887"
"Adipocytes","UCP1","PanglaoDB","888"
"Adipocytes","CIDEA","PanglaoDB","889"
"Adipocytes","PRDM16","PanglaoDB","890"
"Adipocytes","LHX8","PanglaoDB","891"
"Adipocytes","EPSTI1","PanglaoDB","892"
"Adipocytes","MC2R","PanglaoDB","893"
"Adipocytes","FFAR2","PanglaoDB","894"
"Adipocytes","PIKFYVE","PanglaoDB","895"
"Adipocytes","CYP11B2","PanglaoDB","896"
"Adipocytes","TLR2","PanglaoDB","897"
"Adipocytes","TLR4","PanglaoDB","898"
"Adipocytes","ADRB1","PanglaoDB","899"
"Adipocytes","ADRB2","PanglaoDB","900"
"Adipocytes","ADRB3","PanglaoDB","901"
"Adipocytes","FABP4","PanglaoDB","902"
"Adipocytes","TNFRSF9","PanglaoDB","903"
"Adipocytes","TBX1","PanglaoDB","904"
"Adipocytes","TMEM26","PanglaoDB","905"
"Adipocytes","TCF21","PanglaoDB","906"
"Adipocytes","ADIPOQ","PanglaoDB","907"
"Adipocytes","CFD","PanglaoDB","908"
"Adipocytes","ACVR1C","PanglaoDB","909"
"Adipocytes","SLC2A4","PanglaoDB","910"
"Adipocytes","LPIN1","PanglaoDB","911"
"Adipocytes","PLIN1","PanglaoDB","912"
"Adipocytes","PCK1","PanglaoDB","913"
"Adipocytes","PPARG","PanglaoDB","914"
"Adipocytes","RETN","PanglaoDB","915"
"Adipocytes","MEST","PanglaoDB","916"
"Adipocytes","ADM2","PanglaoDB","917"
"Adipocytes","STAT6","PanglaoDB","918"
"Adipocytes","TFE3","PanglaoDB","919"
"Adipocytes","CPPED1","PanglaoDB","920"
"Adipocytes","APPL2","PanglaoDB","921"
"Adipocytes","APOL6","PanglaoDB","922"
"Adipocytes","PXMP2","PanglaoDB","923"
"Adipocytes","CAVIN1","PanglaoDB","924"
"Adipocytes","AGT","PanglaoDB","925"
"Adipocytes","SLC1A5","PanglaoDB","926"
"Adipocytes","ACSL1","PanglaoDB","927"
"Adipocytes","CAR3","PanglaoDB","928"
"Adipocytes","BCAT2","PanglaoDB","929"
"Adipocytes","PNPLA2","PanglaoDB","930"
"Adipocytes","CIDEC","PanglaoDB","931"
"Adipocytes","CDO1","PanglaoDB","932"
"Adipocytes","APOC1","PanglaoDB","933"
"Adipocytes","MMP2","PanglaoDB","934"
"Adipocytes","POSTN","PanglaoDB","935"
"Adipocytes","LOX","PanglaoDB","936"
"Adipocytes","COL6A2","PanglaoDB","937"
"Adipocytes","ZBTB16","PanglaoDB","938"
"Adipocytes","GULP1","PanglaoDB","939"
"Adipocytes","FZD4","PanglaoDB","940"
"Adipocytes","TRIP10","PanglaoDB","941"
"Adipocytes","FGF7","PanglaoDB","942"
"Adipocytes","MAOB","PanglaoDB","943"
"Adipocytes","SOCS1","PanglaoDB","944"
"Adipocytes","ARNT","PanglaoDB","945"
"Adipocytes","SULT1A1","PanglaoDB","946"
"Adipocytes","NNMT","PanglaoDB","947"
"Adipocytes","AOC3","PanglaoDB","948"
"Adipocytes","H6PD","PanglaoDB","949"
"Adipocytes","CYP27A1","PanglaoDB","950"
"Adipocytes","EBF2","PanglaoDB","951"
"Adipocytes","MNDA","PanglaoDB","952"
"Adipocytes","HSD11B1","PanglaoDB","953"
"Adipocytes","AR","PanglaoDB","954"
"Adipocytes","GDF10","PanglaoDB","955"
"Adipocytes","CYP1B1","PanglaoDB","956"
"Adipocytes","COL5A3","PanglaoDB","957"
"Adipocytes","STEAP4","PanglaoDB","958"
"Adipocytes","CCL11","PanglaoDB","959"
"Adipocytes","NR1H3","PanglaoDB","960"
"Adipocytes","DEPTOR","PanglaoDB","961"
"Adipocytes","CYTH3","PanglaoDB","962"
"Adipocytes","TUSC5","PanglaoDB","963"
"Adipocytes","FMO1","PanglaoDB","964"
"Adipocytes","ACADSB","PanglaoDB","965"
"Adipocytes","XDH","PanglaoDB","966"
"Adipocytes","RSPO3","PanglaoDB","967"
"Adipocytes","PTGES","PanglaoDB","968"
"Adipocytes","CREB3L1","PanglaoDB","969"
"Adipocytes","ANGPTL2","PanglaoDB","970"
"Adipocytes","ADAM12","PanglaoDB","971"
"Adipocytes","ADH1","PanglaoDB","972"
"Adipocytes","LBP","PanglaoDB","973"
"Adipocytes","NMB","PanglaoDB","974"
"Adipocytes","RARRES2","PanglaoDB","975"
"Adipocytes","FST","PanglaoDB","976"
"Adipocytes","EGFR","PanglaoDB","977"
"Adipocytes","CPXM1","PanglaoDB","978"
"Adipocytes","C3","PanglaoDB","979"
"Adipocytes","ADAMTS5","PanglaoDB","980"
"Adipocytes","MT2A","PanglaoDB","981"
"Adipocytes","TIMP1","PanglaoDB","982"
"Adipocytes","METRN","PanglaoDB","983"
"Adipocytes","METRNL","PanglaoDB","984"
"Adipocytes","MYO1C","PanglaoDB","985"
"Adipocytes","NQO1","PanglaoDB","986"
"Adipocytes","SYAP1","PanglaoDB","987"
"Adipocytes","CRNDE","PanglaoDB","988"
"Adipocytes","AQP5","PanglaoDB","989"
"Adipocytes","TSPO","PanglaoDB","990"
"Adipocytes","AZGP1","PanglaoDB","991"
"Adipocytes","LRP1","PanglaoDB","992"
"Adipocytes","PDE3B","PanglaoDB","993"
"Adipocytes","LGALS12","PanglaoDB","994"
"Adipocytes","SERPINF1","PanglaoDB","995"
"Adipocytes","CPT1B","PanglaoDB","996"
"Adipocytes","ELOVL3","PanglaoDB","997"
"Adipocytes","PPARGC1A","PanglaoDB","998"
"Adipocytes","MPZL1","PanglaoDB","999"
"Adipocytes","CITED1","PanglaoDB","1000"
"Adipocytes","DPT","PanglaoDB","1001"
"Adipocytes","HOXC9","PanglaoDB","1002"
"Adipocytes","ZNF423","PanglaoDB","1003"
"Adrenergic neurons","TH","PanglaoDB","1004"
"Adrenergic neurons","DDC","PanglaoDB","1005"
"Adrenergic neurons","DBH","PanglaoDB","1006"
"Adrenergic neurons","PNMT","PanglaoDB","1007"
"Adrenergic neurons","SLC18A2","PanglaoDB","1008"
"Adrenergic neurons","NPFF","PanglaoDB","1009"
"Adrenergic neurons","SLC12A7","PanglaoDB","1010"
"Airway epithelial cells","AQP1","PanglaoDB","1011"
"Airway epithelial cells","ADH7","PanglaoDB","1012"
"Airway epithelial cells","CDH1","PanglaoDB","1013"
"Airway epithelial cells","SEC14L3","PanglaoDB","1014"
"Airway goblet cells","MUC5B","PanglaoDB","1015"
"Airway goblet cells","MUC16","PanglaoDB","1016"
"Airway goblet cells","LTF","PanglaoDB","1017"
"Airway goblet cells","SCGB3A1","PanglaoDB","1018"
"Airway goblet cells","DCPP1","PanglaoDB","1019"
"Airway goblet cells","DMBT1","PanglaoDB","1020"
"Airway goblet cells","WFDC18","PanglaoDB","1021"
"Airway goblet cells","DCPP3","PanglaoDB","1022"
"Airway goblet cells","LIPF","PanglaoDB","1023"
"Airway goblet cells","DCPP2","PanglaoDB","1024"
"Airway goblet cells","MSLN","PanglaoDB","1025"
"Airway goblet cells","AGR2","PanglaoDB","1026"
"Airway goblet cells","GP2","PanglaoDB","1027"
"Airway goblet cells","PIGR","PanglaoDB","1028"
"Airway goblet cells","TFF2","PanglaoDB","1029"
"Airway goblet cells","AQP5","PanglaoDB","1030"
"Airway goblet cells","CBR2","PanglaoDB","1031"
"Airway goblet cells","QSOX1","PanglaoDB","1032"
"Airway goblet cells","FXYD3","PanglaoDB","1033"
"Airway goblet cells","SEC23B","PanglaoDB","1034"
"Airway goblet cells","CEACAM1","PanglaoDB","1035"
"Airway goblet cells","GOLPH3","PanglaoDB","1036"
"Airway goblet cells","GGH","PanglaoDB","1037"
"Airway goblet cells","GALNT5","PanglaoDB","1038"
"Airway goblet cells","GALNT6","PanglaoDB","1039"
"Airway goblet cells","MUC5AC","PanglaoDB","1040"
"Airway goblet cells","MUC4","PanglaoDB","1041"
"Airway goblet cells","MUC20","PanglaoDB","1042"
"Airway goblet cells","SPDEF","PanglaoDB","1043"
"Airway goblet cells","DUSP4","PanglaoDB","1044"
"Airway smooth muscle cells","NOG","PanglaoDB","1045"
"Airway smooth muscle cells","ACTA2","PanglaoDB","1046"
"Airway smooth muscle cells","FOXF1","PanglaoDB","1047"
"Airway smooth muscle cells","GATA5","PanglaoDB","1048"
"Alpha cells","GCG","PanglaoDB","1049"
"Alpha cells","TTR","PanglaoDB","1050"
"Alpha cells","GLP1R","PanglaoDB","1051"
"Alpha cells","ARX","PanglaoDB","1052"
"Alpha cells","POU3F4","PanglaoDB","1053"
"Alpha cells","NKX2-2","PanglaoDB","1054"
"Alpha cells","RESP18","PanglaoDB","1055"
"Alpha cells","PYY","PanglaoDB","1056"
"Alpha cells","PCSK2","PanglaoDB","1057"
"Alpha cells","SLC38A5","PanglaoDB","1058"
"Alpha cells","TM4SF4","PanglaoDB","1059"
"Alpha cells","CRYBA2","PanglaoDB","1060"
"Alpha cells","NKX6-1","PanglaoDB","1061"
"Alpha cells","KCNK16","PanglaoDB","1062"
"Alpha cells","PCSK1","PanglaoDB","1063"
"Alpha cells","PRRG2","PanglaoDB","1064"
"Alpha cells","IRX2","PanglaoDB","1065"
"Alpha cells","ALDH1A1","PanglaoDB","1066"
"Alpha cells","PEMT","PanglaoDB","1067"
"Alpha cells","CHGA","PanglaoDB","1068"
"Alpha cells","DEPP1","PanglaoDB","1069"
"Alpha cells","SMIM24","PanglaoDB","1070"
"Alpha cells","F10","PanglaoDB","1071"
